name,date,title,pre_email,company_url
EQUIPMENTSHARE,"November 10, 2021",EquipmentShare Unveils Patriotic Telehandler to Support Veterans Organizations Ahead of Veterans Day,amy.susan@equipmentshare.com,https://www.constructiondive.com/press-release/20211110-equipmentshare-unveils-patriotic-telehandler-to-support-veterans-organizati/
CORECON TECHNOLOGIES,"November 09, 2021",Corecon Technologies Announces New Reporting and Business Intelligence Engine for its Cloud-Based Construction Software Suite,Not Provided,https://www.constructiondive.com/press-release/20211109-corecon-technologies-announces-new-reporting-and-business-intelligence-engi/
DESCARTES SYSTEMS GROUP,"November 08, 2021",Pioneer Landscape Centers Optimizes Commercial and Residential Distribution Operations with Descartes Routing Solution,cstrohack@descartes.com,https://www.constructiondive.com/press-release/20211108-pioneer-landscape-centers-optimizes-commercial-and-residential-distribution/
SUFFOLK,"November 08, 2021",Suffolk Construction Names Gerald Bianco as Vice President of Operations in New York,Not Provided,https://www.constructiondive.com/press-release/20211108-suffolk-construction-names-gerald-bianco-as-vice-president-of-operations-in-1/
ALICE TECHNOLOGIES,"November 08, 2021",ALICE Technologies Hires Craig Nunley as VP of Sales to Drive Global Growth for Contech Innovator,melinda@studiopr.com,https://www.constructiondive.com/press-release/20211107-alice-technologies-hires-craig-nunley-as-vp-of-sales/
PACIFIC CONSTRUCTION,"November 08, 2021","Pacific Construction Completes Dual-Phased 250,000SF Build Out for nVenia Manufacturing and Corporate Offices in Wood Dale, Ill.",laura@mcgowansonline.com,https://www.constructiondive.com/press-release/20211108-pacific-construction-completes-dual-phased-250000sf-build-out-for-nvenia-m/
AMERISURE,"November 03, 2021",Amerisure Leaders to Showcase Claim Expertise  at Reuters Connected Claims USA Event,mbanes@amerisure.com,https://www.constructiondive.com/press-release/20211103-amerisure-leaders-to-showcase-claim-expertise-at-reuters-connected-claims/
STO BUILDING GROUP,"November 03, 2021",RC Andersen Construction to join the STO Building Group,Not Provided,https://www.constructiondive.com/press-release/20211103-rc-andersen-construction-to-join-the-sto-building-group/
SCHWAN'S COMPANY,"November 01, 2021",Schwan’s pizza plant uses helicopters to install HVAC units,Not Provided,https://www.constructiondive.com/press-release/20211101-schwans-pizza-plant-uses-helicopters-to-install-hvac-units-1/
EQUIPMENTSHARE,"November 01, 2021","EquipmentShare Goes Pink in October and Raises $13,736 for Breast Cancer Awareness Month",amy.susan@equipmentshare.com,https://www.constructiondive.com/press-release/20211101-equipmentshare-goes-pink-in-october-and-raises-13736-for-breast-cancer-aw/
EQUIPMENTSHARE,"November 01, 2021",EquipmentShare Partners with Local Artists to Give New Life to Old Machines,amy.susan@equipmentshare.com,https://www.constructiondive.com/press-release/20211028-equipmentshare-partners-with-local-artists-to-give-new-life-to-old-machines-1/
BURNS & MCDONNELL,"October 28, 2021",Alissa Schuessler Named as Next Chief Financial Officer of Burns & McDonnell,meyoung@burnsmcd.com,https://www.constructiondive.com/press-release/20211028-alissa-schuessler-named-as-next-chief-financial-officer-of-burns-mcdonnel/
EQUIPMENTSHARE,"October 28, 2021",EquipmentShare’s T3 Technology Earns AutoTech Breakthrough Fleet Management Innovation Award,amy.susan@equipmentshare.com,https://www.constructiondive.com/press-release/20211028-equipmentshares-t3-technology-earns-autotech-breakthrough-fleet-management/
BRIDGIT,"October 26, 2021",ConTech Company Bridgit Announces $24 Million Series B Funding Round,jesse@derringdo.com,https://www.constructiondive.com/press-release/20211025-contech-company-bridgit-announces-24-million-series-b-funding-round/
AMERISURE,"October 25, 2021","Jennifer Brown Consulting Selected as Amerisure Diversity, Equity and Inclusion Consultant",mbanes@amerisure.com,https://www.constructiondive.com/press-release/20211022-jennifer-brown-consulting-selected-as-amerisure-diversity-equity-and-inclu/
EQUIPMENTSHARE,"October 21, 2021","EquipmentShare Launches T3, the Operating System for Construction, to Enhance Industry-Wide Productivity",amy.susan@equipmentshare.com,https://www.constructiondive.com/press-release/20211021-equipmentshare-launches-t3-the-operating-system-for-construction-to-enhan/
BIM TRACK,"October 20, 2021",BIM TRACK Enters DaaS Space with an Intelligent Solution for Construction Coordination that Delivers a Competitive Edge,victoria.salvador@bimtrack.co,https://www.constructiondive.com/press-release/20211018-bim-track-enters-daas-space-with-an-intelligent-solution-for-construction-c/
WALBRIDGE,"October 19, 2021",Ford Honors Walbridge at 23rd Annual World Excellence Awards,Not Provided,https://www.constructiondive.com/press-release/20211019-ford-honors-walbridge-at-23rd-annual-world-excellence-awards/
TOUCHPLAN,"October 19, 2021",Touchplan Announces New Affiliate Program,dfinnegan@touchplan.io,https://www.constructiondive.com/press-release/20211019-touchplan-announces-new-affiliate-program/
DODGE CONSTRUCTION NETWORK,"October 14, 2021","Introducing Dodge Construction Network, the Catalyst for Modern Construction",cailey.henderson@104west.com,https://www.constructiondive.com/press-release/20211014-introducing-dodge-construction-network-the-catalyst-for-modern-constructio/
AMERISURE,"October 14, 2021",Gregory Morrison Named to Amerisure Board of Directors,mbanes@amerisure.com,https://www.constructiondive.com/press-release/20211014-gregory-morrison-named-to-amerisure-board-of-directors/
AMERICAN EXPRESS,"October 14, 2021",The U.S. American Express Business Platinum Card® is Now More Powerful than Ever with Enhanced Business and Travel Benefits,Not Provided,https://www.constructiondive.com/press-release/20211013-the-us-american-express-business-platinum-card-is-now-more-powerful-than-1/
EARTHCAM,"October 13, 2021",EarthCam Continues to Expand Procore Partnership,Not Provided,https://www.constructiondive.com/press-release/20211013-earthcam-continues-to-expand-procore-partnership/
STRUCTIONSITE,"October 07, 2021","StructionSite is First to Integrate Procore BIM, Offering Greater Project Predictability to Enterprise Customers",amber@moorecom2.com,https://www.constructiondive.com/press-release/20211007-structionsite-is-first-to-integrate-procore-bim-offering-greater-project-p/
BURNS & MCDONNELL,"October 05, 2021",Duquesne Light Company and Burns & McDonnell Mobilize Construction of Sweeping Distribution Reliability Enhancement Program,bsavidge@burnsmcd.com,https://www.constructiondive.com/press-release/20211005-duquesne-light-company-and-burns-mcdonnell-mobilize-construction-of-sweep/
EARTHCAM,"October 05, 2021",EarthCam Builds On its Connectivity with Autodesk Construction Cloud,Not Provided,https://www.constructiondive.com/press-release/20211005-earthcam-builds-on-its-connectivity-with-autodesk-construction-cloud/
LAFORCE,"October 01, 2021","LaForce Acquires Collins Door & Hardware, Inc. of Fort Collins, CO","['joanna.schreurs@laforceinc.com', 'morgan.kuske@laforceinc.com']",https://www.constructiondive.com/press-release/20211001-laforce-acquires-collins-door-hardware-inc-of-fort-collins-co/
AMERISURE,"September 30, 2021",Amerisure Announces Vice President of Liability Technical Claims,mbanes@amerisure.com,https://www.constructiondive.com/press-release/20210930-amerisure-announces-vice-president-of-liability-technical-claims/
BURNS & MCDONNELL,"September 29, 2021",New Bulk Fuel Storage Facility Prepares St. Louis Lambert International Airport (STL) for Future Travel Demands,akpachta@burnsmcd.com,https://www.constructiondive.com/press-release/20210929-new-bulk-fuel-storage-facility-prepares-st-louis-lambert-international-air/
FLEMING STEEL ERECTORS,"September 28, 2021",Fleming Steel Erectors Joins Commercial Metals Company in Groundbreaking Ceremony for Arizona Mini-Mill Construction,jwillett@flemingconstructiongroup.com,https://www.constructiondive.com/press-release/20210928-fleming-steel-erectors-joins-commercial-metals-company-in-groundbreaking-ce/
BITU-OX™,"September 24, 2021",Green Industrial Cleaning Brand Introduces Fresh Look and Website,Not Provided,https://www.constructiondive.com/press-release/20210924-green-industrial-cleaning-brand-introduces-fresh-look-and-website/
BURNS & MCDONNELL,"September 14, 2021",Brett Williams Chosen to Lead Construction Business at Burns & McDonnell,jbathke@burnsmcd.com,https://www.constructiondive.com/press-release/20210914-brett-williams-chosen-to-lead-construction-business-at-burns-mcdonnell/
"MOCA SYSTEMS, INC.","September 14, 2021",MOCA Systems Announces Sandy Hamby as CEO,dfinnegan@touchplan.io,https://www.constructiondive.com/press-release/20210913-moca-systems-announces-sandy-hamby-as-ceo/
NEWMETRIX,"September 13, 2021",Newmetrix’s Pre-Built Integration With Structionsite VideoWalk Makes It Simple to Analyze 360 Degree Site Images To Sharply Reduce Safety Risk,jkanner@newmetrix.com,https://www.constructiondive.com/press-release/20210910-newmetrixs-pre-built-integration-with-structionsite-videowalk-makes-it-sim/
EARTHCAM,"September 08, 2021","EarthCam Premieres 20 Year 9/11 Anniversary Time-Lapse Film, ‘Never Forgotten’",Not Provided,https://www.constructiondive.com/press-release/20210908-earthcam-premieres-20-year-911-anniversary-time-lapse-film-never-forgott/
SPARK BUSINESS WORKS,"September 07, 2021",Custom Software Provider SPARK Business Works Named to Fastest-Growing Companies List,brad.wilson@sparkbusinessworks.com,https://www.constructiondive.com/press-release/20210907-custom-software-provider-spark-business-works-named-to-fastest-growing-comp/
BERGMEYER,"September 07, 2021",The Hip Hop Architecture Camp Announces Partnership with Bergmeyer for 2021-22 Scholarship + Internship Program,Not Provided,https://www.constructiondive.com/press-release/20210907-the-hip-hop-architecture-camp-announces-partnership-with-bergmeyer-for-2021/
INTERNATIONAL UNION OF ELEVATOR CONSTRUCTORS,"September 06, 2021","International Union of Elevator Constructors Celebrates America's Heroes, the Men & Women Who Keep Our Nation Running: Workers",iuecmedia1901@gmail.com,https://www.constructiondive.com/press-release/20210906-international-union-of-elevator-constructors-celebrates-americas-heroes-t/
TENSAR INTERNATIONAL,"September 01, 2021",Tensar Releases Next Generation InterAx Geogrid Product,andrew@creativeinfluence.io,https://www.constructiondive.com/press-release/20210831-tensar-releases-next-generation-interax-geogrid-product/
CROSSWALK,"August 24, 2021",Crosswalk® Upgrades Construction Industry Standards with New Digital Offering,smclaughlin@csinet.org,https://www.constructiondive.com/press-release/20210824-crosswalk-upgrades-construction-industry-standards-with-new-digital-offeri/
BURNS & MCDONNELL,"August 24, 2021",Burns & McDonnell Announces Principal Class of 2021,MEYOUNG@BURNSMCD.COM,https://www.constructiondive.com/press-release/20210824-burns-mcdonnell-announces-principal-class-of-2021/
GREEN BUILDER MEDIA,"August 23, 2021",Green Builder Media Announces Next Session of Immersive Home Building Program,Not Provided,https://www.constructiondive.com/press-release/20210823-green-builder-media-announces-next-session-of-immersive-home-building-progr/
SDS2,"August 18, 2021",SDS2 Brings Structural Steel Industry Together for SDS2 Summit 2021,Not Provided,https://www.constructiondive.com/press-release/20210817-sds2-brings-structural-steel-industry-together-for-sds2-summit-2021/
FORGEN,"August 13, 2021",Forgen Expands Geotechnical Construction Division with Addition of Nicolas Willig,agoetz@forgen.com,https://www.constructiondive.com/press-release/20210813-forgen-expands-geotechnical-construction-division-with-addition-of-nicolas/
Not Provided,"August 12, 2021",Bridgit Launches Bigger and Better Integration with Procore to Help Contractors Plan Ahead,Not Provided,https://www.constructiondive.com/press-release/20210811-bridgit-launches-bigger-and-better-integration-with-procore-to-help-contrac-1/
BIMQUOTE CORPORATION,"August 09, 2021",BIMQuote Corporation Launches With Immediate Traction,travis@bimquote.com,https://www.constructiondive.com/press-release/20210809-bimquote-corporation-launches-with-immediate-traction/
CSM GROUP,"August 03, 2021",New CEO of CSM Group has a message: It’s time to build,katrina.reed@csmgroup.com,https://www.constructiondive.com/press-release/20210803-new-ceo-of-csm-group-has-a-message-its-time-to-build/
"BANGERT, INC.","August 03, 2021","Bangert Hires National CFMA Chairman, Ken Chiccotella",kylie@bangertinc.com,https://www.constructiondive.com/press-release/20210802-bangert-hires-national-cfma-chairman-ken-chiccotella/
BUILDR,"August 02, 2021",ANDRES Construction selects Buildr CRM for business development—the CRM for general contractors,sully@buildrtech.com,https://www.constructiondive.com/press-release/20210802-andres-construction-selects-buildr-crm-for-business-developmentthe-crm-for/
NEWMETRIX,"August 02, 2021","Smartvid.io Rebrands as Newmetrix, Expands Executive Team, Announces 3 New Customers",jkanner@newmetrix.com,https://www.constructiondive.com/press-release/20210801-smartvidio-rebrands-as-newmetrix-expands-executive-team-announces-3-new/
HAMMERTECH,"July 30, 2021",HammerTech Announces Integration with Procore to Provide Connected Safety and Operations,shannon.corgan@hammertechglobal.com,https://www.constructiondive.com/press-release/20210729-hammertech-announces-integration-with-procore-to-provide-connected-safety-a/
